Year,StateAbbr,StateDesc,CityName,Category,Measure,Data_Value,,PopulationCount,GeoLocation,CityName,,,MH,,
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,7.7,77,4569,"(42.3497817578, -71.1034479871)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.0,160,T
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,25.8,258,4890,"(42.3345666461, -71.106830346)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.0,160,T
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,38.7,387,3303,"(42.2827979494, -71.0797971888)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.3,163,DV
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,26.3,263,5218,"(42.3496539111, -71.063914401)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.4,164,BV
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,36,360,2710,"(42.3321185797, -71.080898505)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.4,164,BV
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,42.7,427,5480,"(42.2721851007, -71.1001707884)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.4,164,BV
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,42.8,428,4979,"(42.2741528562, -71.0859477193)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.4,164,BV
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,39.3,393,3155,"(42.2826649604, -71.0950818684)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.4,164,BV
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,32.2,322,6451,"(42.2984295914, -71.0534815372)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.6,166,DP
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,25.5,255,5115,"(42.3814565732, -71.0396165196)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.7,167,AY
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,35.3,353,3860,"(42.3008408262, -71.0755307908)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.7,167,AY
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,37.4,374,2893,"(42.2939435322, -71.0750607488)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.7,167,AY
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,24.1,241,5231,"(42.3775778212, -71.0357576955)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.9,169,AZ
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,25.1,251,2063,"(42.371887757, -71.0372695279)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.9,169,AZ
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,24.1,241,1857,"(42.3697765662, -71.0339103554)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.0,170,BC
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,37.1,371,2787,"(42.2848003974, -71.085721479)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.0,170,BC
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,8.6,86,4861,"(42.339425123, -71.1017927876)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.1,171,X
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,30.5,305,4370,"(42.3114940745, -71.064370673)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.1,171,X
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,40.9,409,3820,"(42.3226963157, -71.0860339999)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.3,173,CS
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,41.8,418,2815,"(42.313747923, -71.0839483413)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.3,173,CS
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,26.9,269,3098,"(42.3316205862, -71.0499170921)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.4,174,BR
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,31.3,313,3265,"(42.3244315416, -71.1038625357)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.4,174,BR
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,13.9,139,5522,"(42.3398654737, -71.0896051896)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.5,175,AA
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,23.2,232,4504,"(42.3753575314, -71.0332713325)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.5,175,AA
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,35.4,354,4945,"(42.2996757959, -71.0675667214)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.5,175,AA
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,10.7,107,5817,"(42.3419667087, -71.0886374471)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.6,176,Z
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,36.3,363,1769,"(42.3274519509, -71.0790503634)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.6,176,Z
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,33.7,337,3659,"(42.3171635761, -71.0747097432)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.6,176,Z
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,31.9,319,3138,"(42.3060363968, -71.0611893994)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.6,176,Z
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,36.7,367,5277,"(42.2960417571, -71.0849876986)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.6,176,Z
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,41,410,4396,"(42.2787961734, -71.0920461176)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.7,177,EG
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,20.6,206,3885,"(42.3346057381, -71.0962094582)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.9,179,CK
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,38.6,386,2898,"(42.3203184899, -71.0800303292)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.9,179,CK
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,34.4,344,3452,"(42.3073663888, -71.0705166945)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.9,179,CK
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,37,370,5510,"(42.290187152, -71.0874302771)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.9,179,CK
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,38,380,4571,"(42.3023758311, -71.0820198138)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.0,180,CX
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,34.1,341,2741,"(42.3152689049, -71.0698537242)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.2,182,DI
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,29.9,299,3350,"(42.329331742, -71.0705289602)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.3,183,CF
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,32.4,324,418,"(42.2879298467, -71.104713893)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.3,183,CF
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,39.9,399,4760,"(42.319327163, -71.0976901514)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.5,185,CP
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,40.6,406,3115,"(42.3154741913, -71.0896519064)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.5,185,CP
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,35.2,352,3179,"(42.3109366103, -71.0765050104)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.0,190,CZ
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,31.5,315,3069,"(42.3036111109, -71.0659136377)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.0,190,CZ
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,34.1,341,2251,"(42.3723628272, -71.0429794594)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.1,191,BA
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,36.1,361,3096,"(42.3356823595, -71.0825418095)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.7,197,CI
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,39.3,393,5025,"(42.3094484841, -71.0872292144)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.7,197,CI
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,36.2,362,2233,"(42.3071378264, -71.0790559348)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.8,198,CY
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,34.7,347,2348,"(42.3229603641, -71.0722752811)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,20.1,201,DB
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,31.4,314,2499,"(42.3199356961, -71.0668701025)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,20.5,205,DH
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,17.5,175,4271,"(42.3333667581, -71.0880448124)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,20.8,208,CJ
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,32.3,323,1893,"(42.3385217386, -71.0539041193)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,22.0,220,BP
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,36.6,366,2232,"(42.3262843905, -71.0542968492)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,22.4,224,BS
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,45.6,456,535,"(42.3286625109, -70.9651339332)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,24.3,243,FN
2015,MA,Massachusetts,Boston,Health Outcomes,High blood pressure among adults aged >=18 Years,46.8,468,338,"(42.3026765791, -71.0949337268)",Boston,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,25.2,252,FO
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,35.4,354,2857,"(42.0796332055, -71.0608294915)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,11.3,113,FC
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,35.8,358,2798,"(42.0608472866, -71.0597529664)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,12.2,122,L
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,34.2,342,4655,"(42.0624590917, -71.0371432431)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.3,133,V
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,33,330,4776,"(42.1154564677, -71.0102779543)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.9,139,FV
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,34.6,346,3358,"(42.109036887, -71.0307572063)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.9,139,FV
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,32.7,327,5964,"(42.1043263772, -70.9988329882)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.4,144,P
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,34.3,343,5291,"(42.0925851, -70.9910789571)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.4,144,P
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,34.5,345,3531,"(42.0569554992, -70.9954284873)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.2,152,BH
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,36.2,362,5656,"(42.0801797444, -71.0383575796)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.5,155,CE
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,37.4,374,4849,"(42.0788813053, -70.9883954258)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.9,159,GI
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,39.1,391,4296,"(42.0942604476, -71.0656846523)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.1,161,GB
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,35.4,354,93810,"(42.082071372, -71.0241656338)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.6,166,DP
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,36,360,93810,"(42.082071372, -71.0241656338)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.7,167,AY
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,40.8,408,5796,"(42.0985490757, -71.0440027192)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.0,170,BC
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,35.1,351,5334,"(42.0701821087, -71.0046344344)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.1,171,X
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,37.5,375,7211,"(42.0536089014, -71.0150649498)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.7,177,EG
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,32,320,3716,"(42.0750588614, -71.0250437934)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.2,182,DI
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,36.8,368,3798,"(42.1006005812, -71.0253674492)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.3,193,FX
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,33.1,331,3040,"(42.0876569399, -71.0109919808)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.3,193,FX
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,33.3,333,4308,"(42.0698751856, -71.0224811399)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,20.1,201,DB
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,35.3,353,3706,"(42.0931685841, -71.021332925)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,20.7,207,FY
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,38.4,384,6339,"(42.0843718876, -71.0282345795)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,22.0,220,BP
2015,MA,Massachusetts,Brockton,Health Outcomes,High blood pressure among adults aged >=18 Years,47,470,2531,"(42.0832574786, -71.0198711087)",Brockton,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,25.1,251,GF
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,30.4,304,2907,"(42.3746759259, -71.1375816879)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,7.7,77,HP
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,24.1,241,2907,"(42.3754212832, -71.125793684)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,8.0,80,BZ
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,23.3,233,2236,"(42.3850087736, -71.1239392766)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,8.4,84,EQ
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,21.1,211,2509,"(42.3895796833, -71.1226219983)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,8.5,85,AG
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,22.5,225,2277,"(42.3677015333, -71.0770921258)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,8.6,86,GT
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,20.8,208,1903,"(42.3926659056, -71.1279417194)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,8.7,87,HV
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,25.1,251,1647,"(42.3833708182, -71.137289619)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,8.9,89,AR
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,19.9,199,2646,"(42.372512808, -71.1031347735)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,9.0,90,AF
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,20.9,209,3471,"(42.3586427668, -71.1113570529)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,9.3,93,AL
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,19.1,191,4702,"(42.3703899392, -71.1097117463)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,9.4,94,EO
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,27.4,274,4538,"(42.3897166781, -71.1416404522)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,9.4,94,EO
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,17.1,171,4897,"(42.3581586869, -71.1058196972)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,9.5,95,EX
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,18,180,3450,"(42.3666766446, -71.0834327605)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,9.9,99,BT
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,26.7,267,105162,"(42.3758188051, -71.1183992378)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,10.1,101,AJ
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,18.1,181,4366,"(42.3800507426, -71.1221399391)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,10.1,101,AJ
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,14.8,148,1654,"(42.3712029975, -71.0726531947)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,10.2,102,BM
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,19.6,196,2894,"(42.3678648945, -71.0976178633)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,10.3,103,AB
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,15.1,151,4551,"(42.3801387368, -71.1151808481)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,10.4,104,AM
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,20.4,204,105162,"(42.3758188051, -71.1183992378)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,10.5,105,EP
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,23.7,237,3584,"(42.3672284488, -71.1035947617)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,10.5,105,EP
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,27,270,2689,"(42.3987685998, -71.1325361979)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,10.5,105,EP
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,20.1,201,2115,"(42.3713568863, -71.0966846861)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,10.7,107,HA
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,24,240,2602,"(42.3664306962, -71.1105970748)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,10.7,107,HA
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,15,150,2460,"(42.3623315762, -71.0984954323)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,10.8,108,AQ
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,30.1,301,1849,"(42.3719841837, -71.0851160255)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,11.0,110,FQ
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,29.4,294,3346,"(42.38327087, -71.1501556385)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,11.1,111,G
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,23.9,239,2848,"(42.3623818481, -71.1132645565)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,11.4,114,K
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,14.7,147,5365,"(42.3745558207, -71.1124815428)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,11.5,115,H
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,28.3,283,6058,"(42.3955402617, -71.1417425362)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,12.1,121,I
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,11.2,112,7090,"(42.3687861883, -71.1170801407)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,12.4,124,Y
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,26.1,261,2057,"(42.3734742164, -71.0935375788)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.0,130,ET
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,22.7,227,2378,"(42.3701211738, -71.0912479585)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.2,132,GY
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,9.6,96,5040,"(42.3575991757, -71.0920180343)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.4,134,A
2015,MA,Massachusetts,Cambridge,Health Outcomes,High blood pressure among adults aged >=18 Years,27.2,272,2126,"(42.3646112994, -71.0900912439)",Cambridge,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.7,137,B
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,34.2,342,2195,"(41.7199826402, -71.1374812096)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,11.4,114,K
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,32.2,322,4517,"(41.7253443054, -71.0725259459)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.2,132,GY
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,32.9,329,2760,"(41.7138346638, -71.1344402582)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.6,146,CR
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,34.5,345,5096,"(41.7052490718, -71.126793145)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.1,151,S
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,33.4,334,2323,"(41.6894854262, -71.1225070435)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.5,155,CE
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,28.6,286,2059,"(41.710274936, -71.1489972846)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.6,156,IR
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,32.2,322,4144,"(41.7452533566, -71.1318123641)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.6,156,IR
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,34,340,2682,"(41.6866031797, -71.1833457204)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.6,166,DP
