Year,StateAbbr,StateDesc,CityName,Category,Measure,Data_Value,PopulationCount,343,Datavalue,MH
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,24.9,1536,Mental health not good for >=14 days among adults aged >=18 Years,11.1,Y
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,24.2,3584,Mental health not good for >=14 days among adults aged >=18 Years,10.5,AA
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,23.5,4287,Mental health not good for >=14 days among adults aged >=18 Years,9.7,V
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,37.5,3730,Mental health not good for >=14 days among adults aged >=18 Years,7.8,DM
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,26.6,3035,Mental health not good for >=14 days among adults aged >=18 Years,9.1,AI
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,28,3614,Mental health not good for >=14 days among adults aged >=18 Years,9.2,Z
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,21.5,7143,Mental health not good for >=14 days among adults aged >=18 Years,13.5,BF
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,19.9,6028,Mental health not good for >=14 days among adults aged >=18 Years,11.1,Y
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,28.6,2502,Mental health not good for >=14 days among adults aged >=18 Years,9.5,A
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,28.3,5847,Mental health not good for >=14 days among adults aged >=18 Years,7.9,K
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,28.7,4547,Mental health not good for >=14 days among adults aged >=18 Years,9.4,B
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,21,4482,Mental health not good for >=14 days among adults aged >=18 Years,10.7,R
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,20.3,3598,Mental health not good for >=14 days among adults aged >=18 Years,9.5,A
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,26.8,8090,Mental health not good for >=14 days among adults aged >=18 Years,19.2,CC
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,26.4,4505,Mental health not good for >=14 days among adults aged >=18 Years,9.7,V
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,24.3,4468,Mental health not good for >=14 days among adults aged >=18 Years,11,U
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,27.2,4468,Mental health not good for >=14 days among adults aged >=18 Years,9.2,Z
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,28,2480,Mental health not good for >=14 days among adults aged >=18 Years,10.4,D
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,26.3,4332,Mental health not good for >=14 days among adults aged >=18 Years,9.9,J
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,24.2,4101,Mental health not good for >=14 days among adults aged >=18 Years,12.1,DG
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,19.4,5500,Mental health not good for >=14 days among adults aged >=18 Years,11.9,AY
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,24.2,4630,Mental health not good for >=14 days among adults aged >=18 Years,9.9,J
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,30.2,8230,Mental health not good for >=14 days among adults aged >=18 Years,10.8,Q
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,27.6,5371,Mental health not good for >=14 days among adults aged >=18 Years,8.7,C
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,18.9,4444,Mental health not good for >=14 days among adults aged >=18 Years,11.1,Y
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,23.4,4031,Mental health not good for >=14 days among adults aged >=18 Years,9.2,Z
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,29.2,4500,Mental health not good for >=14 days among adults aged >=18 Years,11.4,X
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,31.2,1967,Mental health not good for >=14 days among adults aged >=18 Years,8.7,C
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,32.3,5453,Mental health not good for >=14 days among adults aged >=18 Years,8.1,DF
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,26.2,1966,Mental health not good for >=14 days among adults aged >=18 Years,11.2,O
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,25.4,2860,Mental health not good for >=14 days among adults aged >=18 Years,10.7,R
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,27.3,3606,Mental health not good for >=14 days among adults aged >=18 Years,10.9,AN
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,26.3,3690,Mental health not good for >=14 days among adults aged >=18 Years,9.1,AI
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,34.2,360,Mental health not good for >=14 days among adults aged >=18 Years,13,CD
2015,CA,California,Huntington Beach,Health Outcomes,High blood pressure among adults aged >=18 Years,17.9,583,Mental health not good for >=14 days among adults aged >=18 Years,11.8,AO
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,30.2,76036,Mental health not good for >=14 days among adults aged >=18 Years,14,BL
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,30.1,76036,Mental health not good for >=14 days among adults aged >=18 Years,13.9,AE
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,29.5,5014,Mental health not good for >=14 days among adults aged >=18 Years,16.8,CA
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,29.4,5378,Mental health not good for >=14 days among adults aged >=18 Years,16.2,AU
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,46.1,2293,Mental health not good for >=14 days among adults aged >=18 Years,9.5,A
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,30.6,5006,Mental health not good for >=14 days among adults aged >=18 Years,13.5,BF
,,,,,,,,,,
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,31.7,537,Mental health not good for >=14 days among adults aged >=18 Years,11.3,BE
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,43.5,1804,Mental health not good for >=14 days among adults aged >=18 Years,8.2,N
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,24.4,3329,Mental health not good for >=14 days among adults aged >=18 Years,14.6,AQ
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,35,1561,Mental health not good for >=14 days among adults aged >=18 Years,9.8,M
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,28.3,5471,Mental health not good for >=14 days among adults aged >=18 Years,12.7,AD
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,24.8,50,Mental health not good for >=14 days among adults aged >=18 Years,12.8,BT
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,20.5,3081,Mental health not good for >=14 days among adults aged >=18 Years,11.8,AO
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,30.3,4459,Mental health not good for >=14 days among adults aged >=18 Years,15.4,BZ
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,31.1,3035,Mental health not good for >=14 days among adults aged >=18 Years,19.2,CC
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,22.1,8675,Mental health not good for >=14 days among adults aged >=18 Years,11.9,AY
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,27,5518,Mental health not good for >=14 days among adults aged >=18 Years,16.4,CR
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,31.1,3744,Mental health not good for >=14 days among adults aged >=18 Years,16.6,BU
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,36.7,379,Mental health not good for >=14 days among adults aged >=18 Years,10.7,R
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,32.5,5264,Mental health not good for >=14 days among adults aged >=18 Years,11.1,Y
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,44.5,2978,Mental health not good for >=14 days among adults aged >=18 Years,11.8,AO
2015,CA,California,Indio,Health Outcomes,High blood pressure among adults aged >=18 Years,28.4,8421,Mental health not good for >=14 days among adults aged >=18 Years,17.1,CK
,,,,,,,,,,
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,34.6,109673,Mental health not good for >=14 days among adults aged >=18 Years,14.8,AW
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,32.9,109673,Mental health not good for >=14 days among adults aged >=18 Years,14.4,CY
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,41.2,2478,Mental health not good for >=14 days among adults aged >=18 Years,11.7,AZ
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,32.3,2329,Mental health not good for >=14 days among adults aged >=18 Years,12.9,BM
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,43,2461,Mental health not good for >=14 days among adults aged >=18 Years,11.8,AO
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,31.2,2551,Mental health not good for >=14 days among adults aged >=18 Years,19.4,EO
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,37.8,4191,Mental health not good for >=14 days among adults aged >=18 Years,12.5,BR
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,41.8,1914,Mental health not good for >=14 days among adults aged >=18 Years,9.8,M
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,41.7,2971,Mental health not good for >=14 days among adults aged >=18 Years,11.1,Y
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,40.9,3245,Mental health not good for >=14 days among adults aged >=18 Years,11.6,BY
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,39.6,2597,Mental health not good for >=14 days among adults aged >=18 Years,11.6,BY
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,33.3,6613,Mental health not good for >=14 days among adults aged >=18 Years,15,BP
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,29.7,3349,Mental health not good for >=14 days among adults aged >=18 Years,13.9,AE
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,27.7,5517,Mental health not good for >=14 days among adults aged >=18 Years,14.7,AL
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,45.8,2154,Mental health not good for >=14 days among adults aged >=18 Years,14,BL
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,32.5,5311,Mental health not good for >=14 days among adults aged >=18 Years,15.1,CW
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,33.2,6533,Mental health not good for >=14 days among adults aged >=18 Years,17.2,BG
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,27.5,4115,Mental health not good for >=14 days among adults aged >=18 Years,15,BP
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,38.1,2823,Mental health not good for >=14 days among adults aged >=18 Years,15.7,AS
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,29,6511,Mental health not good for >=14 days among adults aged >=18 Years,16.3,DO
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,33.2,1915,Mental health not good for >=14 days among adults aged >=18 Years,10.4,D
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,31.1,6856,Mental health not good for >=14 days among adults aged >=18 Years,14.1,BB
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,33.9,4879,Mental health not good for >=14 days among adults aged >=18 Years,15.2,CZ
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,31.4,4683,Mental health not good for >=14 days among adults aged >=18 Years,14.7,AL
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,25.6,5059,Mental health not good for >=14 days among adults aged >=18 Years,13.9,AE
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,31,245,Mental health not good for >=14 days among adults aged >=18 Years,17.8,CQ
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,25.4,606,Mental health not good for >=14 days among adults aged >=18 Years,17.5,BN
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,28,2472,Mental health not good for >=14 days among adults aged >=18 Years,18.5,EM
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,26.7,73,Mental health not good for >=14 days among adults aged >=18 Years,15.9,CT
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,27.4,5685,Mental health not good for >=14 days among adults aged >=18 Years,18.2,BV
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,29.5,5124,Mental health not good for >=14 days among adults aged >=18 Years,17.9,DT
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,30.1,4126,Mental health not good for >=14 days among adults aged >=18 Years,17.4,DS
,,,,,,,,,,
2015,CA,California,Inglewood,Health Outcomes,High blood pressure among adults aged >=18 Years,37.5,286,Mental health not good for >=14 days among adults aged >=18 Years,9,G
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,23.2,212375,Mental health not good for >=14 days among adults aged >=18 Years,8.6,DI
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,20.4,212375,Mental health not good for >=14 days among adults aged >=18 Years,8.9,AK
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,12,549,Mental health not good for >=14 days among adults aged >=18 Years,10.3,DA
,,,,,,,,,,
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,27.5,6771,Mental health not good for >=14 days among adults aged >=18 Years,7.8,DM
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,16.7,12096,Mental health not good for >=14 days among adults aged >=18 Years,8.3,AG
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,19.1,21098,Mental health not good for >=14 days among adults aged >=18 Years,7.8,DM
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,24.8,5111,Mental health not good for >=14 days among adults aged >=18 Years,8.8,DN
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,14.6,3087,Mental health not good for >=14 days among adults aged >=18 Years,8.4,AJ
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,27.7,4916,Mental health not good for >=14 days among adults aged >=18 Years,9.4,B
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,26.4,2490,Mental health not good for >=14 days among adults aged >=18 Years,8.6,DI
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,27.5,5672,Mental health not good for >=14 days among adults aged >=18 Years,9,G
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,25,5675,Mental health not good for >=14 days among adults aged >=18 Years,8.6,DI
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,24.4,5327,Mental health not good for >=14 days among adults aged >=18 Years,9.2,Z
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,19.2,8833,Mental health not good for >=14 days among adults aged >=18 Years,7.9,K
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,17.9,10096,Mental health not good for >=14 days among adults aged >=18 Years,8,AH
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,13,2688,Mental health not good for >=14 days among adults aged >=18 Years,8.9,AK
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,20,4212,Mental health not good for >=14 days among adults aged >=18 Years,8.4,AJ
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,25.9,3460,Mental health not good for >=14 days among adults aged >=18 Years,9,G
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,18.9,5391,Mental health not good for >=14 days among adults aged >=18 Years,9.6,F
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,21.1,4123,Mental health not good for >=14 days among adults aged >=18 Years,8.4,AJ
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,20.4,4175,Mental health not good for >=14 days among adults aged >=18 Years,8.3,AG
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,20.8,15473,Mental health not good for >=14 days among adults aged >=18 Years,8.3,AG
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,23.2,4355,Mental health not good for >=14 days among adults aged >=18 Years,8.3,AG
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,23.6,8391,Mental health not good for >=14 days among adults aged >=18 Years,8.8,DN
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,24.2,3469,Mental health not good for >=14 days among adults aged >=18 Years,8.8,DN
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,18.1,11707,Mental health not good for >=14 days among adults aged >=18 Years,7.3,EA
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,16.6,6361,Mental health not good for >=14 days among adults aged >=18 Years,9.4,B
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,20.2,4105,Mental health not good for >=14 days among adults aged >=18 Years,10.7,R
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,26,8186,Mental health not good for >=14 days among adults aged >=18 Years,8.8,DN
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,11,14044,Mental health not good for >=14 days among adults aged >=18 Years,12,DH
,,,,,,,,,,
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,14.4,2773,Mental health not good for >=14 days among adults aged >=18 Years,13.3,AX
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,26.8,3308,Mental health not good for >=14 days among adults aged >=18 Years,11.1,Y
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,18,3581,Mental health not good for >=14 days among adults aged >=18 Years,9.4,B
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,26.8,2660,Mental health not good for >=14 days among adults aged >=18 Years,7.3,EA
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,29.2,1722,Mental health not good for >=14 days among adults aged >=18 Years,7.3,EA
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,28.6,3303,Mental health not good for >=14 days among adults aged >=18 Years,7,DD
2015,CA,California,Irvine,Health Outcomes,High blood pressure among adults aged >=18 Years,16,3114,Mental health not good for >=14 days among adults aged >=18 Years,11.4,X
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,23.9,77264,Mental health not good for >=14 days among adults aged >=18 Years,10,P
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,23.4,77264,Mental health not good for >=14 days among adults aged >=18 Years,10.2,W
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,31.5,6323,Mental health not good for >=14 days among adults aged >=18 Years,12.1,DG
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,21.7,4230,Mental health not good for >=14 days among adults aged >=18 Years,11.4,X
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,21.3,4328,Mental health not good for >=14 days among adults aged >=18 Years,10.2,W
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,20,1063,Mental health not good for >=14 days among adults aged >=18 Years,10.4,D
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,26.2,6154,Mental health not good for >=14 days among adults aged >=18 Years,9.1,AI
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,29,5358,Mental health not good for >=14 days among adults aged >=18 Years,10.6,T
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,24.5,5182,Mental health not good for >=14 days among adults aged >=18 Years,10.9,AN
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,25.7,3944,Mental health not good for >=14 days among adults aged >=18 Years,9.4,B
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,25.3,4006,Mental health not good for >=14 days among adults aged >=18 Years,11.7,AZ
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,21.6,4165,Mental health not good for >=14 days among adults aged >=18 Years,9.3,H
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,20.4,5545,Mental health not good for >=14 days among adults aged >=18 Years,10.8,Q
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,22.4,5015,Mental health not good for >=14 days among adults aged >=18 Years,10.3,DA
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,20.5,5865,Mental health not good for >=14 days among adults aged >=18 Years,10,P
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,20.1,4761,Mental health not good for >=14 days among adults aged >=18 Years,9,G
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,18.9,5119,Mental health not good for >=14 days among adults aged >=18 Years,9,G
2015,CA,California,Lake Forest,Health Outcomes,High blood pressure among adults aged >=18 Years,20.2,6206,Mental health not good for >=14 days among adults aged >=18 Years,9.3,H
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,25.8,80048,Mental health not good for >=14 days among adults aged >=18 Years,11,U
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,26.2,80048,Mental health not good for >=14 days among adults aged >=18 Years,11.1,Y
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,26.8,5411,Mental health not good for >=14 days among adults aged >=18 Years,12.4,AC
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,25.7,3475,Mental health not good for >=14 days among adults aged >=18 Years,12.9,BM
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,26.6,4543,Mental health not good for >=14 days among adults aged >=18 Years,12.9,BM
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,25,4612,Mental health not good for >=14 days among adults aged >=18 Years,10.9,AN
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,28.8,2347,Mental health not good for >=14 days among adults aged >=18 Years,11.9,AY
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,25.6,4463,Mental health not good for >=14 days among adults aged >=18 Years,10.8,Q
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,24.9,2699,Mental health not good for >=14 days among adults aged >=18 Years,11.4,X
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,26.1,4447,Mental health not good for >=14 days among adults aged >=18 Years,11.6,BY
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,26.9,6569,Mental health not good for >=14 days among adults aged >=18 Years,9.7,V
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,26.5,2433,Mental health not good for >=14 days among adults aged >=18 Years,10.1,I
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,25.3,5540,Mental health not good for >=14 days among adults aged >=18 Years,11.3,BE
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,26.4,5647,Mental health not good for >=14 days among adults aged >=18 Years,10.4,D
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,25.5,3616,Mental health not good for >=14 days among adults aged >=18 Years,11.3,BE
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,25.8,5747,Mental health not good for >=14 days among adults aged >=18 Years,11.2,O
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,25,4574,Mental health not good for >=14 days among adults aged >=18 Years,10.9,AN
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,25,3877,Mental health not good for >=14 days among adults aged >=18 Years,10.3,DA
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,27.3,4414,Mental health not good for >=14 days among adults aged >=18 Years,9.8,M
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,27.7,4770,Mental health not good for >=14 days among adults aged >=18 Years,11.5,AB
2015,CA,California,Lakewood,Health Outcomes,High blood pressure among adults aged >=18 Years,33.6,864,Mental health not good for >=14 days among adults aged >=18 Years,9.9,J
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,30.8,156633,Mental health not good for >=14 days among adults aged >=18 Years,14.3,BI
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,28.2,156633,Mental health not good for >=14 days among adults aged >=18 Years,14.7,AL
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,26.7,52,Mental health not good for >=14 days among adults aged >=18 Years,14.8,AW
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,22.8,3822,Mental health not good for >=14 days among adults aged >=18 Years,14.9,BO
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,31,6764,Mental health not good for >=14 days among adults aged >=18 Years,16.9,CB
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,24.7,5816,Mental health not good for >=14 days among adults aged >=18 Years,12.8,BT
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,31.3,4002,Mental health not good for >=14 days among adults aged >=18 Years,16.9,CB
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,30.3,4352,Mental health not good for >=14 days among adults aged >=18 Years,16.7,DX
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,28.8,7669,Mental health not good for >=14 days among adults aged >=18 Years,16.4,CR
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,26.9,3334,Mental health not good for >=14 days among adults aged >=18 Years,15.4,BZ
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,29.9,5214,Mental health not good for >=14 days among adults aged >=18 Years,18.1,AT
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,30,7100,Mental health not good for >=14 days among adults aged >=18 Years,16.4,CR
2015,CA,California,Lancaster,Health Outcomes,High blood pressure among adults aged >=18 Years,30.6,3721,Mental health not good for >=14 days among adults aged >=18 Years,17.5,BN
