StateAbbr,State,CityName,Measure,DataValueTypeID,Data_Value,PopulationCount
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,21.7,155
FL,Florida,Gainesville,High blood pressure among adults aged >=18 Years,CrdPrv,53.1,565
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,AgeAdjPrv,29.9,224669
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,33.9,224669
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,34,4782
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,35.3,5412
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,34.3,5501
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,33.2,5508
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,35.7,6447
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,35.1,4806
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,36.8,4923
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,36.8,7159
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,38.9,4683
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,35.1,7688
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,33,6641
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,34.9,6480
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,35.9,6109
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,38.8,5451
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,35.7,5768
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,32.3,2498
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,35,4864
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,35.6,6140
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,39,4855
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,40.4,3900
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,36.2,4082
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,34.2,6487
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,35.7,3315
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,39.3,4049
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,34.3,4323
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,32.8,1976
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,32.2,7435
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,32.2,6696
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,32.4,7318
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,32.1,7044
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,32.8,6256
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,35,3942
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,39.1,3066
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,6441
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,28.1,4056
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,28.6,4535
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,29.2,5170
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,28.1,5962
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,28.4,5069
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,30.3,5320
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,31.4,5939
FL,Florida,Hialeah,High blood pressure among adults aged >=18 Years,CrdPrv,30,6568
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,AgeAdjPrv,29.8,140768
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,32.5,140768
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,33.5,559
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,27.6,1597
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,31.5,1184
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,41.3,3086
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,36,5909
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,34.9,1896
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,30,4007
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,35.9,2401
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,34,6706
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,31.6,4237
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,30.6,3271
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,32.3,4852
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,29.3,6488
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,33.7,2521
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,30.4,2380
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,30.4,2687
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,34.8,5839
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,27.5,4082
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,32.4,3894
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,37,3942
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,31.8,4980
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,31.6,4082
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,30,6647
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,29.2,5160
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,29.5,4630
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,29.5,3869
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,33.4,5595
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,40.8,6008
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,32.9,3532
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,29,4329
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,33.2,5531
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,37.7,2805
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,28.4,3577
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,31.4,4642
FL,Florida,Hollywood,High blood pressure among adults aged >=18 Years,CrdPrv,28.5,3843
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,AgeAdjPrv,33.7,821784
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,33.3,821784
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,41.5,5483
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,50.4,2496
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,47.2,2405
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,37.2,4856
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,30.9,4201
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.2,2611
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,43.9,6084
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,38.5,1688
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,39.5,2038
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,48.2,3840
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,45.8,5397
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,47.5,3964
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,51.1,1426
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,26.9,2927
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,25.2,2608
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.5,4476
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.2,1722
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.6,1874
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,41.4,3703
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,30.9,3424
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,49.4,3795
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,45.4,3422
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,42.7,3629
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,53.1,4777
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,54.8,4147
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,52.5,3395
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,50.6,3281
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,29.9,6000
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,29.6,10076
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,30.9,5677
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.7,9609
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32,2903
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,34.1,4120
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.8,6459
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,42.9,7255
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,38.8,3240
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,38.7,3955
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,37.8,14437
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,34,6068
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,51.9,4970
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,53.3,5017
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,44.5,4017
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,44.1,3998
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,46.2,3226
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,48.7,2778
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,50.9,2881
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,56.1,2196
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,49.7,4225
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,55.4,3850
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,38.6,2554
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,41,3121
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.7,7929
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,33,10618
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,33.2,5069
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,35.9,4953
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,40.4,1543
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,38.4,7045
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,34.5,3463
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.2,2915
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,40.2,3512
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.8,2947
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,38.4,5745
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.3,5447
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.8,5235
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.4,5389
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,39,6925
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,35.9,2487
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,33.4,2605
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.4,2145
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,16,2311
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,34.1,7133
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.8,4772
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,33.1,3390
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,35.7,3148
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.3,3441
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.9,8449
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,37.1,5767
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31,11917
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.6,3414
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.5,8935
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.3,5692
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,30.1,8893
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.1,7685
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,16.3,2633
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,21.4,6261
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,29.8,4234
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,30.5,353
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,33.2,4659
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,26.6,6238
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,27.6,7468
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,30.5,5764
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,26.8,3169
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,33.3,4681
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,29.2,4862
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,24.7,8257
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.6,3041
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,33.1,4551
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,26.7,7977
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,7077
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28,9815
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.2,4239
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,23.6,12821
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,15.7,9233
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,26.5,6707
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,30.1,4426
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,22.9,9820
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.5,7042
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,22.7,7835
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,24.4,11983
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,27.6,5960
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,33.9,4053
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.4,5845
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.8,5339
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.1,4491
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,33.8,7179
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.8,2911
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,30.1,4869
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,35.2,5396
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,29.3,7368
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,34.5,5495
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.1,3362
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,34.9,3898
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,33.7,2934
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,37.4,2621
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,34.4,2440
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,38.8,3412
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,35.6,4046
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,35.5,3669
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,35.7,5263
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,34.2,6495
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.3,6804
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,24.7,3185
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,23.7,9281
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,37.8,4477
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,22.8,5009
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.4,4555
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,37.6,6161
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.4,7388
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.1,2378
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.3,2380
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.9,5108
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.6,5125
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,34.4,6525
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.7,3320
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.2,4151
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,35,4311
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.9,7115
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,29.1,4854
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.2,4228
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,30.1,3592
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,36.8,3057
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.6,4349
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.3,6077
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,34.1,2203
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.4,6908
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31.6,7697
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.8,7527
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,25.8,11511
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,28.5,3678
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,31,3494
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.2,5217
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,42,2284
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,32.6,5546
FL,Florida,Jacksonville,High blood pressure among adults aged >=18 Years,CrdPrv,47.3,2877
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,AgeAdjPrv,32.2,97422
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,36.3,97422
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,35.6,4276
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,32.5,2034
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,21.8,4158
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,31.8,1632
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,31.3,4098
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,30.6,3578
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,32,3412
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,27.7,3309
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,37.1,4234
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,33.7,3221
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,36.9,3513
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,45.3,3303
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,52.7,2077
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,45.4,1874
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,48.9,2075
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,46.5,3737
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,42.7,1484
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,43.6,1731
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,39.2,4552
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,30.5,3159
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,15.5,2034
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,34.2,2101
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,32,2466
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,19.7,896
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,30.6,664
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,38.9,1848
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,23.8,62
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,22.2,707
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,20.9,732
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,50.4,2015
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,44.1,3057
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,37.4,1348
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,26.1,167
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,39,2767
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,35.7,4811
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,48.1,3138
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,30.9,1254
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,36.4,3710
FL,Florida,Lakeland,High blood pressure among adults aged >=18 Years,CrdPrv,44.4,2171
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,AgeAdjPrv,28.4,77648
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,36.1,77648
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,19.1,126
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,30.9,259
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,29.7,3382
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,28.7,165
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,22.8,1701
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,40.1,3311
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,32,1085
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,37.1,2952
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,31.8,1352
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,36.3,98
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,33.5,4534
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,42.6,1579
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,32.7,3921
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,38.5,4419
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,42.6,2974
FL,Florida,Largo,High blood pressure among adults aged >=18 Years,CrdPrv,33.6,1484
