StateAbbr,State,CityName,Measure,DataValueTypeID,Data_Value,PopulationCount,CA-latitude,CA-longitude,FL-latitude,FL-longitude,MA-latitude,MA-longitude
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,22.9,7595,37.74530646,-122.1571745,27.93892036,-82.79368041,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,25.6,4032,37.73305445,-122.1562452,27.93761198,-80.63466267,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,22.4,5701,37.76036111,-122.1557636,27.93633181,-82.77761936,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,27.8,3200,37.68450107,-122.1553146,27.935643,-82.5299243,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,27.9,7183,37.72269219,-122.155154,27.93529476,-82.44987699,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,26,3735,37.74786429,-122.1535287,27.9346897,-82.74982625,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,26.9,4996,37.70175026,-122.1470785,27.9344247,-82.43331925,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,27.1,3364,37.71426418,-122.1469937,27.93442453,-82.79656785,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,1168,37.7358429,-122.146623,27.93396916,-82.74054614,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,12.2,354,38.18627371,-122.1443246,27.93371,-82.51196378,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,25.2,7522,37.68600817,-122.1437941,27.93237317,-82.47506279,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,25.6,1697,38.22424503,-122.1435493,27.930799,-82.49491721,,
CA,California,Concord,High blood pressure among adults aged >=18 Years,CrdPrv,23.6,91,37.7270703,-122.1428437,27.92979748,-82.7230583,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,AgeAdjPrv,27.9,152374,37.70932732,-122.1390539,27.92899518,-82.78154677,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,25.4,152374,37.71586432,-122.135471,27.92691881,-82.76857669,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,23,1994,37.76198823,-122.1353854,27.92613837,-82.7937925,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,25.2,3391,37.70215418,-122.1335019,27.92517679,-82.75545192,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,28.6,7008,37.74399409,-122.1324915,27.92347039,-82.73757655,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,26.8,3285,37.72435616,-122.1311216,27.92089942,-82.45551227,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,22.5,4782,37.61217336,-122.1268411,27.92021438,-82.71252893,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,24.3,3586,37.69893838,-122.1258149,27.91992243,-82.80566968,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,24.2,2594,37.40691727,-122.1134452,27.9198319,-82.7808298,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,22.9,5691,37.64320423,-122.1115857,27.91783971,-82.49031028,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,21.9,573,37.66035043,-122.1097203,27.91685598,-82.50031382,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,27.9,232,37.66672591,-122.1079651,27.91628098,-82.52634619,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,2053,37.40194696,-122.1055301,27.91565668,-82.51196671,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,26.7,6230,37.38839081,-122.1052464,27.91464053,-82.79337266,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,28.1,4572,37.64716966,-122.101583,27.91375122,-80.61904337,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,29.2,5695,37.66197081,-122.1005197,27.91256433,-82.75475443,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,28.1,3908,37.62986556,-122.1002748,27.91243761,-82.73858004,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,22,6475,37.40877035,-122.1001891,27.90969554,-82.77283253,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,24.8,3989,38.23502746,-122.0979528,27.90909077,-82.77142034,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,22.4,5799,37.39811988,-122.0968201,27.90909077,-82.77142034,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,23.8,4255,37.65357333,-122.0944503,27.90737361,-82.81703878,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,26.8,2400,37.41647572,-122.0942585,27.90558399,-82.75448017,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,26.4,6852,37.3841258,-122.0933076,27.90399152,-82.72173383,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,5834,37.63622054,-122.0930123,27.90366383,-82.79474342,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,24.4,5665,37.40602973,-122.0922776,27.90350962,-82.65149827,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,27.7,3319,37.66596152,-122.09113,27.90272936,-82.78378021,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,31.7,6698,37.67898893,-122.0907211,27.90174047,-82.73848835,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,25.5,2488,37.39444151,-122.0896549,27.90162044,-82.70740825,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,23.6,2688,37.62822409,-122.088523,27.90121305,-82.51230996,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,26.2,6360,37.64282755,-122.0876478,27.90112202,-82.52258108,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,32.2,180,37.36992267,-122.0867001,27.90098959,-82.49643167,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,23.7,979,37.68344091,-122.0863404,27.89946858,-82.81414947,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,23.6,5776,37.58192709,-122.0858461,27.8992856,-82.53245814,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,23.3,5374,37.65183006,-122.0851817,27.89857424,-82.75535455,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,23.4,11611,37.40590975,-122.0838764,27.89096339,-82.72767167,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,24.6,5737,37.59822273,-122.083331,27.89077531,-82.74977236,,
CA,California,Corona,High blood pressure among adults aged >=18 Years,CrdPrv,25.2,4301,37.67392661,-122.0831568,27.89014815,-82.8004161,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,AgeAdjPrv,25.9,109960,37.61845115,-122.0826042,27.89003236,-82.78279241,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,23,109960,37.37876332,-122.0823435,27.88972154,-82.82557085,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,23.8,322,37.42738726,-122.0805178,27.88969745,-82.79144488,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,23,5489,37.6353608,-122.0804835,27.88743052,-82.74694281,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,23.4,1521,37.39081764,-122.0804482,27.88708356,-82.48668017,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,22,3801,37.39992524,-122.0795443,27.88643899,-82.50021274,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,25.3,3556,37.39992524,-122.0795443,27.88605742,-82.83772047,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,18.2,2941,37.64403406,-122.0793899,27.88459965,-82.51246973,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,22.2,4165,37.65679081,-122.0788939,27.88355351,-82.5329174,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,25,3042,38.28549595,-122.0773227,27.88278348,-82.52271023,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,27.9,3835,37.63295916,-122.0770511,27.88007863,-82.64273003,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,23.7,5672,37.63295916,-122.0770511,27.87986752,-82.62696878,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,25.5,6266,37.58687309,-122.0766117,27.87973845,-82.83650677,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,24.2,5767,37.626195,-122.0764255,27.87834497,-82.82603358,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,28.8,2914,37.57738065,-122.0746718,27.87423888,-82.65987406,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,24.9,4437,37.40115267,-122.0744298,27.87311561,-82.49444246,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,27.4,2415,37.60533906,-122.073812,27.8704482,-82.51284219,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,27.4,3790,37.63844404,-122.0734493,27.85820705,-82.53654365,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,21.8,4957,37.38534957,-122.0731779,27.85331769,-82.64278056,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,22.4,6393,37.56997496,-122.072441,27.85007984,-82.65442136,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,18.9,6670,37.37002738,-122.0718933,27.84502385,-82.5969201,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,26.5,3957,37.66926064,-122.0711933,27.84280372,-82.50039505,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,26.2,4658,38.23526076,-122.0705896,27.83715307,-82.62056529,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,24.1,4375,37.63486647,-122.0697491,27.83259749,-82.65984959,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,18.6,6591,37.35989116,-122.06971,27.83215205,-82.65100497,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,18.9,6994,37.65868982,-122.0691464,27.83215059,-82.64279481,,
CA,California,Costa Mesa,High blood pressure among adults aged >=18 Years,CrdPrv,19.8,5430,37.64314655,-122.0686969,27.82928131,-82.63374308,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,AgeAdjPrv,26.4,101123,37.58498585,-122.0683607,27.81959801,-82.60226198,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,101123,37.68059632,-122.0682535,27.81415599,-82.64076771,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,29.2,4154,37.59379132,-122.0648513,27.81401978,-82.65554099,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,28.5,4022,38.26555443,-122.0642725,27.81338408,-82.6647327,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,25.9,3240,37.37864104,-122.0625866,27.81248097,-82.62508824,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,28,5068,37.64282608,-122.0613105,27.80922179,-82.72142779,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,26,7443,37.39146624,-122.0596832,27.80734906,-82.60474163,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,25.5,5352,37.96297979,-122.0596717,27.80371029,-82.6897799,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,26.6,7568,37.62706098,-122.0596257,27.8032093,-82.63860414,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,22.8,6768,37.68544335,-122.0595259,27.80244978,-82.66737478,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,29.2,3926,38.25340892,-122.0580587,27.80165726,-82.73579119,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,26,6913,37.61558882,-122.057395,27.79997051,-82.70611869,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,28.7,5716,37.58455807,-122.0572529,27.79995061,-82.72044782,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,21.9,1834,37.34486323,-122.0571159,27.79965963,-82.65854161,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,27.4,6544,37.40042432,-122.0570308,27.79936786,-82.65083803,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,29.5,6658,37.37962149,-122.0565448,27.79783787,-82.67369313,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,28.3,5063,38.27535429,-122.0561698,27.79593405,-82.61565871,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,27.5,5125,37.3627926,-122.0559364,27.79560243,-82.63882718,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,34.7,1230,37.33421608,-122.053415,27.79550292,-82.68963961,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,27.4,5800,37.57292948,-122.0532609,27.79359239,-82.75169513,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,25.3,2510,38.28873335,-122.0518223,27.79289497,-82.66507432,,
CA,California,Daly City,High blood pressure among adults aged >=18 Years,CrdPrv,28.2,6189,38.26421229,-122.0512464,27.79289497,-82.66507432,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,AgeAdjPrv,26.7,111772,37.55947819,-122.0506927,27.78849026,-82.65372223,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,25.4,111772,37.3786031,-122.0504682,27.78793006,-82.62611833,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,24.1,1534,37.98341669,-122.0498438,27.78637245,-82.68970198,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,26.1,7809,37.59114188,-122.0486871,27.78633688,-82.70611342,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,25.4,5639,37.96064999,-122.0474487,27.78623213,-82.72448181,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,26.9,4211,37.56477928,-122.0464869,27.7856352,-82.66862782,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,24.3,6921,37.65523997,-122.0458798,27.78475873,-82.6426475,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,26.3,7170,37.3448817,-122.0458425,27.78161459,-82.6255439,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,25.6,3762,38.24719132,-122.045035,27.78114775,-82.65369848,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,24.4,5572,37.95503641,-122.0446083,27.77593293,-82.68965119,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,25.7,7200,37.63892358,-122.0431552,27.77587668,-82.72431362,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,24.8,3926,37.60118645,-122.0427541,27.77417494,-82.6323915,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,23,5503,37.94887338,-122.042544,27.77250073,-82.70591993,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,3588,37.36460981,-122.0416427,27.77173446,-82.65244731,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,25.1,7666,37.35563918,-122.0415383,27.77143374,-82.675422,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,28.8,5422,37.66327231,-122.041514,27.76979991,-82.66514311,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,24.6,4290,38.25442487,-122.0415133,27.76816555,-82.74506056,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,24.5,4468,37.94132574,-122.0414272,27.76687755,-82.68963884,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,24.1,4869,37.37591911,-122.0409973,27.76677201,-82.72282867,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,25.9,4250,37.58237907,-122.0398735,27.76400392,-82.63243967,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,25,6547,37.96593718,-122.0398452,27.76029543,-82.66134007,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,24.8,7533,38.2655649,-122.0396821,27.75724616,-82.68894681,,
CA,California,Downey,High blood pressure among adults aged >=18 Years,CrdPrv,25.2,3861,38.25584463,-122.0393033,27.7566186,-82.65273319,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,AgeAdjPrv,29.1,99478,38.25584463,-122.0393033,27.75037708,-82.64254826,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,28.4,99478,37.61815181,-122.0389498,27.74940157,-82.66971217,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,28.5,3179,37.39145864,-122.0384997,27.74864642,-82.63032818,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,31.9,3074,37.97561702,-122.0377687,27.74716284,-82.65478468,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,27.6,673,37.57356819,-122.0376752,27.74350186,-82.68618916,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,29.5,6284,37.34524747,-122.0371306,27.73211886,-82.62897128,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,24.4,2238,38.276999,-122.0358438,27.73091344,-82.6617506,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,28.4,5821,37.96678771,-122.0345231,27.72963887,-82.64062249,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,23.3,1217,37.62241653,-122.0340994,27.72107988,-82.68789306,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,29.1,6239,37.99474513,-122.0338928,27.71572123,-82.65464492,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,33.4,7102,37.31053816,-122.0333917,27.71445856,-82.67158955,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,29,4024,37.30472997,-122.0331571,27.71058883,-82.63819731,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,28.2,3550,37.56350075,-122.0305373,27.70759745,-82.69704041,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,33.4,4673,37.42631818,-122.0301082,27.70528475,-82.71528826,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,26.2,3450,38.25440561,-122.0297405,27.70489863,-82.65410221,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,5220,38.26549123,-122.0295802,27.67923524,-82.67031703,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,27.6,2419,37.93694254,-122.0289395,27.35540661,-80.44029772,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,25.9,5774,37.37277896,-122.0289165,27.35383202,-80.36080527,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,28.1,5843,37.5042844,-122.028229,27.32964158,-80.39380899,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,21.2,3262,37.3026317,-122.028113,27.32824485,-80.35739799,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,26.1,4919,38.29533738,-122.0279778,27.30694239,-80.33636111,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,26.3,5444,37.58934408,-122.0278186,27.30581526,-80.36124549,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,30.1,3770,38.01294467,-122.0275361,27.30523579,-80.2813538,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,28.3,5852,37.34515107,-122.026796,27.29197058,-80.31300438,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,28.7,1998,37.95152198,-122.026781,27.28859217,-80.2916845,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,25.3,203,37.35739399,-122.0262673,27.28820677,-80.33077075,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,28,1391,37.98866125,-122.0260611,27.28476547,-80.26655802,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,32.4,647,37.38344166,-122.0256243,27.28381053,-80.35439535,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,683,37.38344166,-122.0256243,27.28188604,-80.38660543,,
CA,California,El Cajon,High blood pressure among adults aged >=18 Years,CrdPrv,28.8,529,37.3851461,-122.0247805,27.28086803,-80.38321546,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,AgeAdjPrv,28.6,153015,37.60036773,-122.0225206,27.28086803,-80.38321546,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,27.7,153015,37.61471302,-122.0224052,27.28013303,-80.30353743,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,29.7,5241,37.39227066,-122.0216788,27.27215694,-80.26896286,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,32,6032,38.26629341,-122.0216124,27.27121341,-80.40538952,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,35,2282,37.55696019,-122.0212344,27.25730469,-80.30532141,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,29,7000,37.36246397,-122.0203528,27.25625246,-80.44659211,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,29,5922,37.96903819,-122.0202416,27.24677627,-80.36155107,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,27.5,12604,37.40107934,-122.0195399,27.23717181,-80.39294312,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,28.1,5321,37.56934266,-122.019435,27.23610931,-80.32849809,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,29.7,2742,37.30199222,-122.0192271,27.21642283,-80.354201,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,33.5,658,37.60283908,-122.0189661,26.78912348,-80.20600751,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,24,5245,37.60283908,-122.0189661,26.77637978,-80.14121239,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,25.2,7049,37.33549548,-122.018331,26.77533016,-80.17582214,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,30.3,1425,37.3445481,-122.0178787,26.76874095,-80.11958917,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,29.4,3165,37.58116331,-122.0175012,26.75902645,-80.07427115,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,26.6,5073,38.27626309,-122.0156731,26.75794998,-80.0538338,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,28.6,5576,38.28410509,-122.0150017,26.75767466,-82.05443116,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,26.5,7864,37.95720154,-122.0148143,26.754753,-80.09959526,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,28.7,5814,38.26401898,-122.0138282,26.75140731,-80.11322278,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,30.4,3545,37.59135098,-122.0122843,26.74787147,-80.13373975,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,28.6,4640,37.9762382,-122.0121803,26.74787147,-80.13373975,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,27.2,7824,37.55320674,-122.0116307,26.74721407,-80.07117906,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,27.9,7222,37.36978177,-122.0110418,26.74466224,-80.05305794,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,24.3,9389,37.30261986,-122.0102042,26.74385488,-80.12729658,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,25.2,6811,37.35883038,-122.009868,26.74336128,-80.10292269,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,24.1,5859,38.3673394,-122.0088834,26.73731786,-80.09649673,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,24.3,7672,37.94456516,-122.0084761,26.73598893,-80.0812678,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,23.8,6003,37.53715375,-122.0081117,26.73053532,-80.06066789,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,40.3,1483,37.34455026,-122.0067401,26.72906449,-80.15169501,,
CA,California,Elk Grove,High blood pressure among adults aged >=18 Years,CrdPrv,32,3554,38.2700749,-122.0064188,26.72722613,-80.05160492,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,AgeAdjPrv,30.2,113475,37.39105228,-122.0063826,26.72432578,-80.06902277,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,28,113475,37.38054164,-122.0058341,26.72192973,-80.09628563,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,48.1,642,37.54818196,-122.0049881,26.71977573,-80.10469643,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,16.5,391,37.40314821,-122.0033847,26.71950519,-80.05906228,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,22.2,89,37.57172522,-122.0026586,26.71602761,-80.18498483,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,26.2,3951,37.3613053,-122.0021282,26.71381748,-81.94029529,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,29.8,3789,38.33091644,-122.0020308,26.71364098,-80.07295978,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,29.6,6310,37.96316313,-122.0017552,26.71360346,-81.99953928,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,28.8,8194,37.39592543,-122.0016057,26.71261469,-80.08735879,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,28.6,6564,37.97218103,-122.001588,26.71018218,-80.05882136,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,26.3,4554,37.97218103,-122.001588,26.70715072,-80.1618276,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,28.6,5262,37.30276314,-122.0015055,26.70375154,-80.05071163,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,39.6,2568,37.65577281,-122.0011433,26.69894989,-80.06342964,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,24.9,5821,37.35260415,-122.0007227,26.69446722,-82.06089139,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,54.8,87,37.33009295,-121.9999342,26.69432746,-80.07358611,,
CA,California,El Monte,High blood pressure among adults aged >=18 Years,CrdPrv,29,2281,37.32153143,-121.9994535,26.68368576,-80.06413281,,
